source_id,rule_key,rule_object,constraint_type,subject,operator,value,unit,condition,exception,evidence_text,warnings,source_stream,batch_id,rule_id
calgary_generic_graph_pack_074__page_0396__local_005,backyard_suite_max_floor_area,floor_area,dimensional,Backyard Suite,<=,75.0,m2,excluding any area covered by stairways and internal landings not exceeding 2.5 square metres,,"The maximum floor area of a Backyard Suite, excluding any area covered by stairways and internal landings not exceeding 2.5 square metres, is 75.0 square metres.",[],gemini_text_batch,text_batch_0006,pipeline10_rule_0155
calgary_generic_graph_pack_077__page_0397__local_005,backyard_suite_max_per_parcel,number_of_suites,density,Backyard Suite,<=,1,units,located on a parcel,in the R-CG and R-2M Districts where one Backyard Suite may be located on any bare land unit,"There must not be more than one Backyard Suite located on a parcel, except in the R-CG and R-2M Districts where one Backyard Suite may be located on any bare land unit.",[],gemini_text_batch,text_batch_0006,pipeline10_rule_0156
calgary_generic_graph_pack_077__page_0397__local_005,secondary_suite_max_per_dwelling_unit,number_of_suites,density,Secondary Suite,<=,1,units,contained within a Dwelling Unit,,There must not be more than one Secondary Suite contained within a Dwelling Unit.,[],gemini_text_batch,text_batch_0006,pipeline10_rule_0157
calgary_generic_graph_pack_077__page_0397__local_005,suite_separation_prohibited,separation_from_main_residential_use,prohibition,Secondary Suite or a Backyard Suite,prohibited,,,from the main residential use on a parcel by the registration of a condominium or subdivision plan,,A Secondary Suite or a Backyard Suite must not be separated from the main residential use on a parcel by the registration of a condominium or subdivision plan.,[],gemini_text_batch,text_batch_0006,pipeline10_rule_0158
calgary_generic_graph_pack_075__page_0396__local_002,backyard_suite_separation_min,separation,quantitative,Backyard Suite to main residential building,>=,5.0,m,between the closest façade of the main residential building to the closest façade of a Backyard Suite,,a minimum separation of 5.0 metres is required between the closest façade of the main residential building to the closest façade of a Backyard Suite.,[],gemini_text_batch,text_batch_0025,pipeline10_rule_0159
calgary_generic_graph_pack_075__page_0396__local_002,backyard_suite_separation_reduced_max,separation,quantitative,Backyard Suite to main residential building,<=,1.5,m,may be reduced to 1.5 metres,where amenity space is provided at grade that: (a) is adjacent to the main residential building and the Backyard Suite,may be reduced to 1.5 metres where amenity space is provided at grade that: (a) is adjacent to the main residential building and the Backyard Suite,[],gemini_text_batch,text_batch_0025,pipeline10_rule_0160
calgary_generic_graph_pack_080__page_0397__local_002,backyard_suite_floor_area_relaxed_max,floor_area,quantitative,Backyard Suite,<=,10.0,%,may be relaxed by the Development Authority to a maximum of 10.0 per cent,,The maximum floor area of a Backyard Suite may be relaxed by the Development Authority to a maximum of 10.0 per cent.,[],gemini_text_batch,text_batch_0025,pipeline10_rule_0161
calgary_generic_graph_pack_080__page_0397__local_002,backyard_suite_amenity_space_required,amenity_space,qualitative,Backyard Suite,required,,,must have a private amenity space that: (a) is located outdoors,Except in the R-CG District,"Except in the R-CG District, a Backyard Suite must have a private amenity space that: (a) is located outdoors",[],gemini_text_batch,text_batch_0025,pipeline10_rule_0162
calgary_generic_graph_pack_080__page_0397__local_002,backyard_suite_amenity_space_area_min,amenity_space_area,quantitative,Backyard Suite,>=,7.5,m2,has a minimum area of 7.5 square metres,Except in the R-CG District,has a minimum area of 7.5 square metres,[],gemini_text_batch,text_batch_0025,pipeline10_rule_0163
calgary_generic_graph_pack_080__page_0397__local_002,backyard_suite_amenity_space_dimension_min,amenity_space_dimension,quantitative,Backyard Suite,>=,1.5,m,with no dimension less than 1.5 metres,Except in the R-CG District,no dimension less than 1.5 metres.,[],gemini_text_batch,text_batch_0025,pipeline10_rule_0164
calgary_generic_graph_pack_080__page_0397__local_002,backyard_suite_balcony_permitted,balcony,qualitative,Backyard Suite,permitted,,,where the balcony: (a) projects from a façade that faces a property line shared with a lane or a street; or (b) includes a privacy wall that screens the balcony from a,,A Backyard Suite may include a balcony where the balcony: (a) projects from a façade that faces a property line shared with a lane or a street; or (b) includes a privacy wall that screens the balcony from a,[],gemini_text_batch,text_batch_0025,pipeline10_rule_0165
calgary_generic_graph_pack_110__page_0420__local_002,secondary_suite_permitted_use_rc1n,permitted_use,qualitative,Secondary Suite,permitted,,,in the R-C1N District,,Secondary Suite;,[],gemini_text_batch,text_batch_0025,pipeline10_rule_0166
calgary_generic_graph_pack_139__page_0451__local_006,secondary_suite_parking_semi_detached,motor_vehicle_parking_stalls,quantitative,Secondary Suite contained in a Semi-detached Dwelling,>=,0.0,stalls,"is reduced to 0.0 stalls, where 2.0 motor vehicle parking stalls are provided for each Dwelling Unit",,"Secondary Suite contained in a Semi-detached Dwelling is reduced to 0.0 stalls, where 2.0 motor vehicle parking stalls are provided for each Dwelling Unit.",[],gemini_text_batch,text_batch_0025,pipeline10_rule_0167
calgary_generic_graph_pack_145__page_0458__local_005,secondary_suite_parking_semi_detached,motor_vehicle_parking_stalls,quantitative,Secondary Suite contained in a Semi-detached Dwelling,>=,0.0,stalls,"is reduced to 0.0 stalls, where 2.0 motor vehicle parking stalls are provided for each Dwelling Unit",,"Secondary Suite contained in a Semi-detached Dwelling is reduced to 0.0 stalls, where 2.0 motor vehicle parking stalls are provided for each Dwelling Unit.",[],gemini_text_batch,text_batch_0025,pipeline10_rule_0168
calgary_generic_graph_pack_180__page_0524__local_002,secondary_suite_permitted_use_mc2,permitted_use,qualitative,Secondary Suite,permitted,,,in the M-C2 District,,Secondary Suite;,[],gemini_text_batch,text_batch_0025,pipeline10_rule_0169
